Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P177804,Latin America and Caribbean,Sint Maarten,Pipeline,Sint Maarten Housing Project,Increase access to affordable housing in Sint Maarten and strengthen the institutional capacity of the housing sector,,,https://projects.worldbank.org/en/projects-operations/project-detail/P177804,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P179462,Latin America and Caribbean,Republic of Guatemala,Pipeline,Guatemala Urban Resilience Project,The PDO is to improve resilient urban infrastructure in selected communities of the Mancomunidad Gran Ciudad del Sur and to strength en territorial planning institutional capacity.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P179462,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P179668,Latin America and Caribbean,Argentine Republic,Pipeline,Additional Financing for the Improving Inclusion in Secondary and Higher Education,The objectives of the Operation are to (i) reduce dropout rates in basic and higher education among the most vulnerable; and (ii) st rengthen the Borrowerís education evaluation systems.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P179668,,,,,0,,,0,,,Program-for-Results Financing,,,,,,,
P179785,Latin America and Caribbean,Republic of Chile,Pipeline,Chile: Program for Universal Primary Healthcare Coverage and Resilience,"To support improvements in the health system through: (i) the efficiency of primary healthcare spending; (ii) the accessibility of q uality primary healthcare, and (iii) the contribution of primary healthcare to health system resilience.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P179785,,,,,0,,,0,,,Program-for-Results Financing,,,,,,,
P180319,Latin America and Caribbean,Republic of Ecuador,Pipeline,Ecuador Third Green and Resilient Recovery DPF (EGARR-DPF3),"The Programís Development Objective (PDO) is to assist the government of Ecuador in its agenda to tackle selected structural challen ges to foster inclusive, resilient, and low-carbon development.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P180319,,,,,0,,,0,,,Development Policy Lending,,,,,,,
P077822,Latin America and Caribbean,Republic of Nicaragua,Dropped,Forestry and Agroforestry Development Program (PROFORESTAL),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P077822,,,,,0,,,0,,,Adaptable Program Loan,B,,Forestry,,,,
P082974,Latin America and Caribbean,Republic of Costa Rica,Dropped,DROPPED-CR-Water & Sanit Sctr Modern,"Assistance to modernization of the water sector in Costa Rica and investments in wastewater collection, treatment and disposal in San Jose.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P082974,,,,,0,,,0,,,Specific Investment Loan,A,,Water Supply,Sewerage,,,
P049785,Latin America and Caribbean,Republic of Guatemala,Dropped,Greater Guatemala City Low-Income Barrios Improvement Project,TO INITIATE A LONG-TERM PROGRAM TO ALLEVIATE POVERTY IN LOW-INCOME BARRIO SETTLEMENTS IN THE GUATEMALA CITY METROPOLITAN AREA (GCMA) BY FINANCING IMPROVEMENTS IN SMALL-SCALE INFRASTRUCTURE AND BASIC SERVICE CONDITIONS WHILE BETTER INTEGRATING SUCH AREAS INTO THE FORMAL CITY.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P049785,,,,,0,,,0,,,Specific Investment Loan,B,,(Historic)Other urban development,,,,
P060263,Latin America and Caribbean,United Mexican States,Dropped,Northern Border Community Infrastructure Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P060263,,,,,0,,,0,,,Learning and Innovation Loan,B,,(Historic)Urban transport,,,,
P052439,Latin America and Caribbean,United Mexican States,Dropped,State Roads Project,THE PROJECT WOULD HELP TO IMPROVE THE QUALITY OF STATES ROADS NETWORKS AND MPROVE THE ACCESS TO THE MAIN ECONOMIC CONTEXT FOR THE AGRICULTURE DEPENDENT AND OTHER POPULATIONS OF RURAL MUNICIPIOS. SECTORAL ENVIRONMENTAL ASSESSMENT TECHNIQUES WILL BE DEVELOPED AND THE OVERALL PROJECTS PLANNING AND IMPLEMENTATION FRAMEWORK WILL BE STRENGTHENED.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P052439,,,,,0,,,0,,,Specific Investment Loan,C,,(Historic)Rural roads,,,,
P006569,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Environmental Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006569,,,,,,,,,,,,C,,,,,,
P008251,Latin America and Caribbean,Republica Bolivariana de Venezuela,Dropped,Public Administration and Decentralization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008251,,,,,,,,,,,Sector Adjustment Loan,C,,,,,,
P007130,Latin America and Caribbean,Republic of Ecuador,Dropped,Education Project (02),THE PROJECT WOULD CONSIST OF TWO MAIN COMPONENTS: INSTITUTIONAL/ ADMINISTRATIVE STRENGTHENING AND SUPPORT FOR EXPANSION AND QUALITY IMPROVEMENT OF PRIMARY AND SECONDARY EDUCATION. (4/28/99:  THE PROJECT TO BE RE-IDENTIFIED TO TAKE ACCOUNT OF CHANGES IN ECONOMIC SITUATION AND GOVERNMENT PRIORITIES.),,,https://projects.worldbank.org/en/projects-operations/project-detail/P007130,,,,,0,,,0,,,Specific Investment Loan,C,,Secondary Education,,,,
P006814,Latin America and Caribbean,Republic of Colombia,Closed,Land Settlement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006814,,,,,,,,,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
P006199,Latin America and Caribbean,Plurinational State of Bolivia,Dropped,Natural Gas Exports to Brazil Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006199,,,,,,,,,,,Specific Investment Loan,A,,,,,,
P008163,Latin America and Caribbean,Oriental Republic of Uruguay,Dropped,Montevideo Municipal Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008163,,,,,,,,,,,Specific Investment Loan,C,,,,,,
P007632,Latin America and Caribbean,United Mexican States,Dropped,Ports Sector Privatization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007632,,,,,,,,,,,Specific Investment Loan,C,,,,,,
P007768,Latin America and Caribbean,Republic of Nicaragua,Closed,AGRICULTURAL CREDIT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007768,,,,,,,,,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
P094242,Latin America and Caribbean,Republic of Guatemala,Dropped,Guatemala Credit Enhancement for Housing and Community Services,"The objective is to reduce the ""qualitative housing deficit"" by leveraging
 private lending to informal and below-median income communities for investments
 in home improvement and basic service delivery.  Task re-created as a GU (guarantee) and not PE (Lending) project.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P094242,,,,,0,,,0,,,Specific Investment Loan,B,,Banking Institutions,Other Non-bank Financial Institutions,,,
P101197,Latin America and Caribbean,Argentine Republic,Dropped,Argentina Results in Education Project,DON'T PUB DROPPED,,,https://projects.worldbank.org/en/projects-operations/project-detail/P101197,,,,,0,,,0,,,Specific Investment Loan,C,,Primary Education,Secondary Education,Early Childhood Education,,
P097305,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Parana - Central Regional Development Project,"The objective is to enhance the competitiveness of small rural producers in Parana's Regiao Central, in a socially and environmentally sustainable manner.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P097305,,,,,0,,,0,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry","Agricultural markets, commercialization and agri-business","Agricultural Extension, Research, and Other Support Activities",,
P105251,Latin America and Caribbean,Republic of Peru,Dropped,PE-Tertiary Education Project,The objective is to improve Peru's quality and relevance of tertiary programs.  The overall objective is to improve the quality and relevance of tertiary programs in Peru.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P105251,,,,,0,,,0,,,Specific Investment Loan,C,,Tertiary Education,,,,
P089012,Latin America and Caribbean,Federative Republic of Brazil,Dropped,BR Municipal APL: Belo Horizonte Urban Upgrading and Inclusion Project,"This project will be a horizontal APL.  Under this program, there will be four separate loans totaling US$109.71.  They will be individual loans to four municipalities:  Uberaba, Teresina, Belo Horizonte and Recife.  The indvidual loan amounts will be: US$17.65 (Uberaba); US$28.30 Teresina; US$32.76 (Recife): and US$31.00 (Belo Horizonte).  Each loan will be prepared individually, but packaged under this program as part of a programmatic approach to municipal lending in Brazil.  The first loan to be prepared will be Uberaba, followed by the other three within the program.  The program also allows for other municipalities, with loans that fit the program criteria, to be prepared under this program in the future.  This activity relates to the specific preparation of the Belo Horizonte sub-loan TO BE DROPPED - REASON The municipal government was able to secure grant financing from the federal government from the PAC program to finance the project.  A letter is being sent from the municipality to the Bank to explain the circumstances and confirm that the project will be fully implemented with their own resources (so our preparation work was not ""lost"")",,,https://projects.worldbank.org/en/projects-operations/project-detail/P089012,,,,,0,,,0,,,Adaptable Program Loan,A,,"Other Water Supply, Sanitation and Waste Management",,,,
P092840,Latin America and Caribbean,Argentine Republic,Dropped,Foundations for Performance-Informed Budgeting,"The proposed project aims at promoting social inclusion by ensuring greater participation of poor and vulnerable groups in strategic planning and increasing responsiveness of public and private investment to their needs. Greater transparency and accountability in public expenditure management will help channel resources to the intended beneficiaries, who will help monitor and evaluate public spending, project results, ultimately helping promote greater social inclusion. Project implementation will make extensive use of consultations to give greater voice to the intended beneficiaries.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P092840,,,,,0,,,0,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Sub-National Government,,,
P110965,Latin America and Caribbean,Oriental Republic of Uruguay,Dropped,Sustainable Industrial Development,"The objective is to help small and medium enterprises with inadequate access to credit to improve their compliance with environmental regulations, while simultaneously boosting their industrial competitiveness.  This proposed project will aim to help small and medium enterprises with inadequate access to credit to improve their compliance with environmental regulations, while simultaneously boosting their industrial competitiveness. Within the context of a program to promote Sustainable Production and Consumption, activities financed through this proposed project will encourage cleaner production and industrial reconversion processes in key industrial sectors; improve access to better technologies and improved environmental practices; and promote a culture of corporate social responsibility.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P110965,,,,,0,,,0,,,Specific Investment Loan,B,,"Other Industry, Trade and Services",Central Government (Central Agencies),Banking Institutions,,
P099755,Latin America and Caribbean,Dominican Republic,Dropped,DR: Rio Blanco Carbon Sink Project,"This project will enable The Federacion de Campesinos Hacia el Progreso of Bonao to work in collaboration with local communities to protect and restore native forest ecosystems within the Juan B. Perez Rancier/Valle Nuevo National Park and its buffers, sequestering carbon in native forest and reforestation activities on 6,071 hectares.  It is designed to concurrently reduce atmospheric greenhouse gas concentrations, help to alleviate rural poverty through payments for ecosystem services and creation of new jobs required by the reforestation, protect and enhance biodiversity, and improve water quality. The project development objective is to cause 500,000 tons of CO2 equivalent in carbon sinks with associated local benefits",,,https://projects.worldbank.org/en/projects-operations/project-detail/P099755,,,,,0,,,0,,,,B,,"Other Agriculture, Fishing and Forestry",Forestry,,,
P117336,Latin America and Caribbean,Republic of Peru,Dropped,Agricultural Research and Extension APL Phase 3,"The objectives are to: (a) increase the productivity and competitiveness of the agricultural sector through the adoption of environmentally sound technologies; and (b) support the generation and dissemination of new technologies to strengthen the agricultural innovation system and its key institutions.  The purpose of the program is to increase the productivity and competitiveness of the agricultural sector through the adoption of environmentally sound technologies. In addition to providing support to the generation and dissemination of new technologies, the project will strengthen the agricultural innovation system and its key institutions. The project will put special emphasis to dealing with new challenges to the agricultural sector, such as climate change and decentralization. This is the third and last phase of an APL initiated in the year 2000.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P117336,,,,,0,,,0,,,Adaptable Program Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),Agro-industry,,
P120159,Latin America and Caribbean,Republic of Colombia,Dropped,Barranquilla Urban Flood Management,"The objectives are to: (a) assist with the Flood Risk Reduction Investments; (b) strengthen the municipal government institution; and (c) assist in the resettlement of people in high risk areas and compensation for involuntary loss of land.  The proposed objective of the Project is to reduce the risk of urban flooding in target areas of Barranquilla#s eastern watershed. The PDO will be measured by tracking: i) percentage of streets in target areas that have drainage systems with  a determined flood design return period, ii) population living and working in risk-prone areas, iii) number of drainage inlets that are impeded due to solid waste in target areas.
 Description of Project Components of proposed project:
 Component 1: Flood Risk Identification and Awareness 
 1.1 Stormwater Drainage Master Planning: The outputs of the feasibility study of technical solutions will contribute to the definition of a Stormwater Drainage Master Plan with strong linkages to urban and transport planning that will guide the sequencing and nature of physical interventions required across the city.
 1.2 Flood Risk Knowledge: This involves studies for completing flood hazard identification, vulnerability and risk assessments (for example, probability of loss of life and property if the vulnerability is not addressed). 
 1.3 Education and Information Campaigns: The importance of risk mitigation and disaster preparedness will be introduced at various levels of the educational system and will involve the development and implementation of a multifaceted public information campaign improving public awareness of urban flooding and of roles and responsibilities of individual households and communities.
 Component 2: Flood Risk Reduction
 Based on the Stormwater Drainage Master Plan and flood risk mapping undertaken in Component 1, this component would initiate the first phase of physical interventions with investments in selected micro-basins. 
 2.1 Structural solutions: Current best management practice for high-impact and cost-effective solutions for flood mitigation is to retard peak flows in upstream/midstream areas by focusing on retention and detention. Such measures are high-impact as they slow the transfer time by capturing large volumes of water and utilize areas of infiltration. This component would therefore include detailed diagnostics of each #arroyo# with the objective of defining the appropriate portfolio of response measures to promote hydraulic capacity and reduce run-off levels following rain events by increasing water capture, making use of above- and below-ground storage, and promoting infiltration rates. Investments would be focused on identification and assessment of potential infrastructure and complementary alternatives. Investments would be focused on potential infrastructure alternatives and involve construction of selected options to promote hydraulic capacity and reduce run-off levels following rain events, including but not limited to canalization, pipes, culverts, pedestrian bridges, or use of Low-Impact Development (LID) solutions (i.e., pervious pavement).
 2.2 Non-structural solutions: Some of the contributing causes to the urban flooding in Barranquilla include blocking of the flood path as a result of litter and sediment deposition, and private properties (e.g., residential, commercial, industrial) draining run-off directly onto city streets. Similarly, flood risk is increased by the presence of homes, businesses, and infrastructure in high-risk zones adjacent to the arroyos. This component would therefore focus on environmental mitigation measures such as assessing potential use of green infrastructure, improving solid waste collection/management practices,  and evaluating potential application of incentive mechanisms (i.e., property tax credits/subsidies) for implementation of run-off reducing measures (e.g., rainwater capture, green roofs, pervious driveways). This subcomponent should be strongly articulated within th",,,https://projects.worldbank.org/en/projects-operations/project-detail/P120159,,,,,0,,,0,,,Investment Project Financing,A,,"Other Water Supply, Sanitation and Waste Management",Other Transportation,Other Public Administration,,
P125343,Latin America and Caribbean,Republic of Panama,Dropped,Panama - Strengthening the Performance of Basic Health Services,The objectives are to: (a) increase utilization and quality of prioritized health services for the uninsured target population; and (b) strengthen the management of the public health sector to increase utilization and quality of services for the uninsured.  This project will support the regional offices of the Ministry of Health in Panama to deliver a package of basic health and nutrition services to the population not covered by social health insurance in the country#s rural areas.  This project will finance capitation payments for the delivery of this basic package through both mobile teams and through fixed health facilities managed by NGOs or by the Ministry of Health itself.  The project would also support the strengthening of the stewardship role on the health system of the Ministry of Health.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P125343,,,,,0,,,0,,,Specific Investment Loan,B,,Health,Public Administration - Health,,,
P107134,Latin America and Caribbean,United Mexican States,Dropped,Mexico Environmental Recovery of the Apatlaco River Basin,"The project development objective is to enhance environmental quality in the Apatlaco River Basin by improving wastewater, solid waste and water supply services, thereby contributing to the restoration of the Apatlaco River.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P107134,,,,,0,,,0,,,Sector Investment and Maintenance Loan,A,,Sanitation,Sewerage,Waste Management,,
P179067,Latin America and Caribbean,Sint Maarten,Pipeline,SINT MAARTEN: WASTEWATER MANAGEMENT PROJECT,"The objectives of the Project are to (i) increase access and improve sustainability and resilience of wastewater services in Sint Ma arten, and (ii) reduce risk of coastal and surface waters pollution.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P179067,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P179538,Latin America and Caribbean,Republic of Peru,Pipeline,National Program for Innovation in Fisheries and Aquaculture - Phase II,"Increase innovation, diversification, investment, and enabling environment in priority fisheries and aquaculture value chains.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P179538,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P179693,Latin America and Caribbean,Republic of Haiti,Pipeline,Crisis Response for a Resilient Recovery,"This operation will support the Government of Haitiís efforts to address the countryís low domestic resources mobilization, weak gov ernance, and resilience issues. The country has serious capacity constraints and is facing deep political challenges. This operation  will focus on a narrow range of impactful but feasible measures that reflect such constraints and challenges. Politically uncontrov ersial measures are identified at the customs administration to improve domestic resource mobilization in the short term. Improving governance will prove challenging in the short to medium term, but this operation will focus on impactful policy actions that can he lp strengthen external control through enhancing the ability of the supreme audit institution (CSCCA) and the national procurement a gency to exercise rightful control on how public resources are spent. The current social protection system is weak, fragmented and u nder financed. The operation will focus on strengthening the role of the Ministry of Social Affairs and Labor (MAST) for a better co ordination of social programs and through increased sector spending. Finally, the countryís extreme vulnerability to natural hazard shocks has impeded its ability to sustain growth over the long term. The operation will try to strengthen the institutional framewor k for disaster risk management in sectors including preparedness and response and enhance financial capacity to manage the fiscal im pacts of disasters.

The Development Objective is to: 
i)	Improve domestic resource mobilization;
ii)	Improve governance through str engthening external control institutions;
iii)	Strengthen resilience through better coordination and monitoring of social programs, and enhance the institutional framework for disaster risk management.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P179693,,,,,0,,,0,,,Development Policy Lending,,,,,,,
P164286,Latin America and Caribbean,Republic of Nicaragua,Dropped,Water Management Capacity and Infrastructure Development Project,The Project Development Objective is to i) strengthen the institutional capacity for water resources management at national level ii ) promote planning and implementation of  water resilient  infrastructure; and iii) improve the recipientís capacity to respond prom ptly and effectively to an eligible emergency.,,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164286,,,,,0,,,0,,,Investment Project Financing,A,,,,,,
P173202,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Federal Pro-Gest„o: Public Sector Modernization,"To improve efficiency in Brazil's Federal Government human resource management, public procurement, and intergovernmental transfers,  and access to selected services digital government.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P173202,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P083646,Latin America and Caribbean,Republic of Ecuador,Dropped,DROPPED-EC-Progr. HD Reform II,Project Development Objective (Note: will be disclosed in the MOS) The Programmatic Human Development Reform Loan II (HDRL II) will assist the Government of Ecuador in the design and implementation of a number of structural reforms in the social sectors.  Board Schedule Comments,,,https://projects.worldbank.org/en/projects-operations/project-detail/P083646,,,,,0,,,0,,,Development Policy Lending,,,Social Protection,Other Education,Health,,
P088258,Latin America and Caribbean,Argentine Republic,Dropped,Sustainable Forestry Development,Promote mainstreaming of biodiversity into the plantation forestry sector of Argentina.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P088258,,,,,0,,,0,,,Specific Investment Loan,B,,Forestry,"Other Agriculture, Fishing and Forestry",,,
P089797,Latin America and Caribbean,United Mexican States,Dropped,Tax Administration Institutional Development,"DON'T PUB DROPPED  The project aims at strengthening and enhancing the effectiveness, efficiency, accountability and transparency of federal financial management in Mexico.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P089797,,,,,0,,,0,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Sub-National Government,,,
P052681,Latin America and Caribbean,Republic of Colombia,Dropped,PRIVATE INFRASTRUCTURE FINANCING FACILITY,"ESTABLISHMENT OF AN INFRASTRUCTURE FINANCE FACILITY TO BE MANAGED BY BANCO DE COMERCIO.  THE FACILITY WOULD BE AIMED AT ATTRACTING PRIVATE FINANCING AND INVESTMENTS OF SUFFICIENT MAGNITUDE AND AT THE BEST POSSIBLE TERMS TO HELP MEET COLOMBIA'S GROWING INFRASTRUCTURE NEEDS, BY OFFERING ""TAKE-OUT"" FINANCING AND CONSTIGENT INSTRUMENTS.  DECISION ON SCHEDULING LOAN NEGOTIATIONS WILL BE GOVERNED.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P052681,,,,,0,,,0,,,Financial Intermediary Loan,A,,Other Non-bank Financial Institutions,,,,
P039785,Latin America and Caribbean,Republic of Haiti,Dropped,Structural Adjustment Credit (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P039785,,,,,,,,,,,Structural Adjustment Loan,C,,,,,,
P064080,Latin America and Caribbean,Republic of Peru,Dropped,Poverty Structural Adjustment Loan Project,Project Development Objective (Note: will be disclosed in the MOS)  A SAL DESIGNED TO DEAL WITH POVERTY POLICY ISSUES. TITLE: POVERTY REDUCTION AND SOCIAL SECTOR REFORM. Board Schedule Comments,,,https://projects.worldbank.org/en/projects-operations/project-detail/P064080,,,,,0,,,0,,,Structural Adjustment Loan,U,,(Historic)Non-sector specific,,,,
P065527,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Higher Education Improvement Project,XXXX,,,https://projects.worldbank.org/en/projects-operations/project-detail/P065527,,,,,0,,,0,,,Adaptable Program Loan,C,,Tertiary Education,,,,
P037706,Latin America and Caribbean,United Mexican States,Dropped,Monterrey Air Quality Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P037706,,,,,,,,,,,Specific Investment Loan,C,,,,,,
P039045,Latin America and Caribbean,Republic of Colombia,Dropped,Power Distribution Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P039045,,,,,,,,,,,Sector Adjustment Loan,C,,,,,,
P057037,Latin America and Caribbean,Republic of Peru,Dropped,Second Transport Rehabilitation Project,"(A) IMPROVEMENTS TO NATIONAL HIGHWAYS IN NORTHERN PERU, (B) TRAFFIC SAFETY PROGRAM, (C) TECHNICAL ASSISTANCE TO STRENGTHEN HIGHWAY MAINTENANCE.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P057037,,,,,0,,,0,,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,,
P094255,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Sergipe State Integrated Project: Rural Poverty,"The project would increase social and economic opportunities for the rural poor in Sergipe by improving their access to basic socioeconomic infrastructure, thus contributing to the objective of increasing the HDI from 0.682 to 0.71 by 2007.  Building on the CDD approach which has proven successful under the first phase of the Sergipe Rural Poverty, the new project would improve on this experience by:  (i) strengthening the cross-sectoral integration of investments in rural areas, (ii) providing greater emphasis on education, health, culture, natural resources management and environmental sustainability; and (iii) scaling up impact by using the skills, social capital and experience of the Municipal Councils and community associations to improve the relevance, efficiency, sustainability, targeting and outcomes of non-project activities in rural Sergipe.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P094255,,,,,0,,,0,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",,,,
P106683,Latin America and Caribbean,Republic of Panama,Dropped,PA Urban Transport,"The objectives are: (a) strengthen the government's capacity to plan, supervise and implement reforms to public transport sector; (b) improve public transport service quality; (c) implement service efficiency of public mass transit facilities; and (d) improve facilities for pedestrian and roads for feeder routes in low-income areas.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P106683,,,,,0,,,0,,,Specific Investment Loan,B,,Other Transportation,Other Public Administration,,,
P035493,Latin America and Caribbean,Republic of Colombia,Dropped,Child Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P035493,,,,,,,,,,,Specific Investment Loan,C,,,,,,
P101418,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Goias State Highway Management Project (APL II),The proposed project development objective is to increase the efficiency of the road transport system within sustainable environmental and fiscal frameworks.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P101418,,,,,0,,,0,,,Adaptable Program Loan,B,,Roads and highways,Sub-National Government,,,
P101421,Latin America and Caribbean,Argentine Republic,Dropped,Rosario Metropolitan Area Infrastructure,"The overarching development objectives for the proposed program are: (i) to reduce logistics costs for cargo shipped to and from the Port of Rosario by improving accesses to port facilities and increasing the railway‚Äôs modal share in freight transport; and (ii) to improve the quality of life in the Metropolitan Area of Rosario by reducing traffic congestion and assigning the urban land released by the project (i.e. railway tracks, warehousing and maneuver facilities) to improve the quality of the urban environment.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P101421,,,,,0,,,0,,,Adaptable Program Loan,A,,Ports/Waterways,Roads and highways,Other Transportation,,
P008172,Latin America and Caribbean,Oriental Republic of Uruguay,Dropped,Public Administration Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008172,,,,,0,,,0,,,Technical Assistance Loan,C,,(Historic)Non-sector specific,,,,
P006102,Latin America and Caribbean,Belize,Dropped,NAT. RES. MGMT.,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006102,,,,,,,,,,,Specific Investment Loan,C,,,,,,
P006106,Latin America and Caribbean,Belize,Dropped,Human Resources Development Project,"TO STRENGTHEN THE MANAGEMENT,QUALITY AND EFFICIENCY OF THE SECONDARY EDUCATION SYSTEM.  THIS PROJECT IS A FOLLOW-UP OF THE PRIMARY EDUCATION PROJECT.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P006106,,,,,0,,,0,,,Specific Investment Loan,C,,Primary Education,Secondary Education,Tertiary Education,,
P006930,Latin America and Caribbean,Republic of Costa Rica,Closed,SITES & SERVICES,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006930,,,,,,,,,,,Specific Investment Loan,,,(Historic)Urban development adjustment,,,,
P007602,Latin America and Caribbean,United Mexican States,Dropped,Urban Transport Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007602,,,,,,,,,,,Sector Investment and Maintenance Loan,B,,,,,,
P126620,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Alagoas Poverty Reduction and Economic Inclusion Project (PREPI),"The objective of the proposed Project is to promote social and productive inclusion of poor families in support of the State Governmentís strategy through (i) expanding the coverage of the Unified Registry of Beneficiaries (Cadastro ⁄nico) among extremely poor families and promoting its use for the implementation of other social programs; (ii) expanding the coverage of early childhood development services as well as creating conditions more conducive to learning in basic education; (iii) expanding health services to high risk pregnant women in the municipalities of the second macro-region; (iv) improving the productivity and market orientation of small farmers and strengthening labor services; and (v) modernizing the management of the State, facilitating the implementation of coordinated and well-planned public policies.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P126620,,,,,0,,,0,,,Investment Project Financing,B,,Other Education,Health,Social Protection,,
P160688,Latin America and Caribbean,Republic of Nicaragua,Dropped,Resilient Landscapes Management Project,"The Project Development Objective (PDO) is to strengthen the National Protected Areas System and support sustainable land use and re storation practices in selected areas of the Dry Corridor of Nicaragua to foster biodiversity conservation, resilient landscapes, an d local livelihoods.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P160688,,,,,13200000,,,13200000,,,Investment Project Financing,B,,,,,,
P152783,Latin America and Caribbean,Dominican Republic,Dropped,DO-Health Sector Reform APL3,"The Projectís development objective is to support the Government to improve the performance of the public health system. This will be done through: (a) strengthening the capacity of regional health services and participating public hospitals to deliver quality services in a timely manner, focusing on maternal and child care and prevention and control of NCDs; and (b) enhancing sector governance and the institutional capacity of public sector institutions to strategically purchase goods and services, to develop and implement evidence-based policies and programs, and to respond to public health emergencies.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P152783,,,,,50000000,,,50000000,,,Investment Project Financing,C,,Health,,,,
P163031,Latin America and Caribbean,Dominican Republic,Dropped,Pro-Mejora: Improving the Quality and Efficiency of Health Services in the Dominican Republic,The Project will support the Government of the Dominican Republic to improve the efficiency and quality of prioritized health servic es in intervention areas and strengthen key health institutions to support the implementation of the new model of care.,,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163031,,,,,0,,,0,,,Investment Project Financing,B,,,,,,
P158637,Latin America and Caribbean,Jamaica,Dropped,Second Competitiveness and Fiscal Management Programmatic PBG,Project Development Objective (Note: will be disclosed in the MOS) The operation supports policies aimed at (i) improving investment climate and co mpetitiveness and (ii) sustaining fiscal consolidation and enhancing public fina ncial management. Board Schedule Comments,,,https://projects.worldbank.org/en/projects-operations/project-detail/P158637,,,,,0,,,0,,,Development Policy Lending,U,,Central Government (Central Agencies),,,,
